0,0.015997314,0.061324951,0.034465088
0.1,0.015997314,0.054008057,0.040968994
0.2,0.015997314,0.061324951,0.048285889
0.3,0.022501221,0.061324951,0.051537842
0.4,0.025753174,0.061324951,0.051537842
0.5,0.025753174,0.061324951,0.051537842
0.6,0.025753174,0.061324951,0.051537842
0.7,0.015997314,0.064576904,0.044220947
0.8,0.015997314,0.064576904,0.044220947
0.9,0.029005127,0.054008057,0.034465088
1,0.029005127,0.054008057,0.034465088
0,0.015997314,0.058072998,0.040968994
0.1,0.015997314,0.058072998,0.040968994
0.2,0.019249268,0.054008057,0.044220947
0.3,0.019249268,0.058072998,0.051537842
0.4,0.019249268,0.04750415,0.040968994
0.5,0.015997314,0.050756104,0.040968994
0.6,0.015997314,0.050756104,0.037717041
0.7,0.015997314,0.050756104,0.037717041
0.8,0.015997314,0.04750415,0.040968994
0.9,0.019249268,0.04750415,0.040968994
1,0.019249268,0.054008057,0.040968994
0,0.022501221,0.061324951,0.037717041
0.1,0.022501221,0.050756104,0.027961182
0.2,0.019249268,0.058072998,0.040968994
0.3,0.019249268,0.058072998,0.040968994
0.4,0.012745361,0.061324951,0.040968994
0.5,0.012745361,0.061324951,0.040968994
0.6,0.015997314,0.058072998,0.037717041
0.7,0.015997314,0.058072998,0.034465088
0.8,0.015997314,0.058072998,0.034465088
0.9,0.015997314,0.058072998,0.034465088
1,0.029005127,0.054008057,0.031213135
0,0.002989502,0.061324951,0.037717041
0.1,0.002989502,0.058072998,0.034465088
0.2,0.002989502,0.058072998,0.031213135
0.3,0.009493408,0.044252197,0.031213135
0.4,0.009493408,0.040187256,0.031213135
0.5,0.009493408,0.036935303,0.02389624
0.6,0.012745361,0.036935303,0.027961182
0.7,0.012745361,0.036935303,0.027961182
0.8,0.012745361,0.036935303,0.027961182
0.9,0.009493408,0.04750415,0.027961182
1,0.009493408,0.04750415,0.027961182
0,0.022501221,0.044252197,0.034465088
0.1,0.019249268,0.040187256,0.027961182
0.2,0.015997314,0.044252197,0.027961182
0.3,0.015997314,0.044252197,0.027961182
0.4,0.015997314,0.044252197,0.027961182
0.5,0.012745361,0.04750415,0.027961182
0.6,0.012745361,0.04750415,0.027961182
0.7,0.012745361,0.04750415,0.027961182
0.8,0.015997314,0.050756104,0.031213135
0.9,0.015997314,0.050756104,0.031213135
1,0.015997314,0.050756104,0.031213135
0,0.025753174,0.067828857,0.054789795
0.1,0.029005127,0.067828857,0.051537842
0.2,0.036322021,0.067828857,0.054789795
0.3,0.025753174,0.071893799,0.051537842
0.4,0.022501221,0.067828857,0.054789795
0.5,0.022501221,0.071893799,0.048285889
0.6,0.029005127,0.067828857,0.048285889
0.7,0.022501221,0.067828857,0.051537842
0.8,0.019249268,0.064576904,0.048285889
0.9,0.009493408,0.067828857,0.044220947
1,0.006241455,0.061324951,0.044220947
0,0.029005127,0.067828857,0.054789795
0.1,0.022501221,0.071893799,0.051537842
0.2,0.022501221,0.067828857,0.051537842
0.3,0.015997314,0.067828857,0.048285889
0.4,0.009493408,0.061324951,0.044220947
0.5,0.012745361,0.064576904,0.040968994
0.6,0.019249268,0.067828857,0.044220947
0.7,0.015997314,0.067828857,0.040968994
0.8,0.009493408,0.064576904,0.040968994
0.9,0.012745361,0.058072998,0.040968994
1,0.025753174,0.064576904,0.031213135
0,0.033070068,0.071893799,0.051537842
0.1,0.019249268,0.067828857,0.051537842
0.2,0.015997314,0.067828857,0.044220947
0.3,0.012745361,0.067828857,0.048285889
0.4,0.009493408,0.071893799,0.048285889
0.5,0.009493408,0.067828857,0.048285889
0.6,0.002989502,0.067828857,0.044220947
0.7,0.029005127,0.061324951,0.048285889
0.8,0.029005127,0.061324951,0.048285889
0.9,0.029005127,0.061324951,0.044220947
1,0.025753174,0.061324951,0.037717041
0,0.019249268,0.064576904,0.051537842
0.1,0.012745361,0.061324951,0.051537842
0.2,0.009493408,0.067828857,0.048285889
0.3,0.009493408,0.067828857,0.040968994
0.4,0.006241455,0.064576904,0.040968994
0.5,0.006241455,0.061324951,0.044220947
0.6,0.029005127,0.058072998,0.048285889
0.7,0.033070068,0.054008057,0.040968994
0.8,0.033070068,0.054008057,0.040968994
0.9,0.033070068,0.054008057,0.051537842
1,0.033070068,0.054008057,0.048285889
0,0.029005127,0.067828857,0.027961182
0.1,0.019249268,0.067828857,0.034465088
0.2,0.019249268,0.067828857,0.037717041
0.3,0.015997314,0.064576904,0.037717041
0.4,0.012745361,0.067828857,0.037717041
0.5,0.012745361,0.061324951,0.044220947
0.6,0.009493408,0.064576904,0.044220947
0.7,0.015997314,0.064576904,0.054789795
0.8,0.012745361,0.064576904,0.054789795
0.9,0.009493408,0.061324951,0.037717041
1,0.002989502,0.061324951,0.027961182
