0,0.039477783,0.016888428,0.006862549
0.1,0.032973877,0.009571533,0.000358643
0.2,0.03622583,0.00631958,0.000358643
0.3,0.032973877,0.009571533,0.006862549
0.4,0.032973877,0.003067627,0.006862549
0.5,0.03622583,0.00631958,0.010114502
0.6,0.039477783,0.00631958,0.010114502
0.7,0.039477783,0.009571533,0.010114502
0.8,0.039477783,0.013636475,0.006862549
0.9,0.039477783,0.009571533,0.006862549
1,0.039477783,0.003067627,0.003610596
0,0.039477783,0.00631958,0.000358643
0.1,0.032973877,0.003067627,0.003610596
0.2,0.03622583,0.009571533,0.000358643
0.3,0.032973877,0.003067627,0.000358643
0.4,0.032973877,0.003067627,0.000358643
0.5,0.03622583,0.003067627,0.000358643
0.6,0.039477783,0.003067627,0.000358643
0.7,0.039477783,0.009571533,0.000358643
0.8,0.039477783,0.013636475,0.003610596
0.9,0.039477783,0.003067627,0.003610596
1,0.039477783,0.003067627,0.006862549
0,0.039477783,0.00631958,0.000358643
0.1,0.032973877,0.00631958,0.000358643
0.2,0.03622583,0.00631958,0.006862549
0.3,0.032973877,0.009571533,0.003610596
0.4,0.032973877,0.013636475,0.003610596
0.5,0.03622583,0.00631958,0.003610596
0.6,0.039477783,0.023392334,0.000358643
0.7,0.039477783,0.00631958,0.003610596
0.8,0.039477783,0.00631958,0.003610596
0.9,0.039477783,0.023392334,0.003610596
1,0.039477783,0.00631958,0.006862549
0,0.039477783,0.009571533,0.003610596
0.1,0.032973877,0.013636475,0.003610596
0.2,0.03622583,0.013636475,0.014179443
0.3,0.032973877,0.00631958,0.014179443
0.4,0.032973877,0.00631958,0.014179443
0.5,0.03622583,0.020140381,0.000358643
0.6,0.039477783,0.00631958,0.000358643
0.7,0.039477783,0.00631958,0.000358643
0.8,0.039477783,0.003067627,0.003610596
0.9,0.039477783,0.003067627,0.000358643
1,0.039477783,0.003067627,0.003610596
0,0.039477783,0.00631958,0.000358643
0.1,0.032973877,0.003067627,0.003610596
0.2,0.03622583,0.009571533,0.000358643
0.3,0.032973877,0.003067627,0.000358643
0.4,0.032973877,0.003067627,0.000358643
0.5,0.03622583,0.003067627,0.000358643
0.6,0.039477783,0.003067627,0.000358643
0.7,0.039477783,0.003067627,0.000358643
0.8,0.039477783,0.003067627,0.003610596
0.9,0.039477783,0.003067627,0.003610596
1,0.039477783,0.003067627,0.006862549
0,0.085005127,0.054285889,0.048324951
0.1,0.085005127,0.050220947,0.037756104
0.2,0.081753174,0.043717041,0.037756104
0.3,0.068745361,0.023392334,0.010114502
0.4,0.062241455,0.013636475,0.006862549
0.5,0.058989502,0.009571533,0.006862549
0.6,0.049233643,0.00631958,0.003610596
0.7,0.042729736,0.009571533,0.003610596
0.8,0.03622583,0.009571533,0.000358643
0.9,0.032973877,0.009571533,0.000358643
1,0.029721924,0.023392334,0.006862549
0,0.085005127,0.016888428,0.010114502
0.1,0.085005127,0.013636475,0.014179443
0.2,0.081753174,0.013636475,0.010114502
0.3,0.068745361,0.009571533,0.014179443
0.4,0.062241455,0.013636475,0.010114502
0.5,0.058989502,0.009571533,0.010114502
0.6,0.049233643,0.013636475,0.010114502
0.7,0.042729736,0.013636475,0.010114502
0.8,0.03622583,0.013636475,0.010114502
0.9,0.032973877,0.013636475,0.006862549
1,0.029721924,0.013636475,0.014179443
0,0.085005127,0.016888428,0.014179443
0.1,0.085005127,0.020140381,0.014179443
0.2,0.081753174,0.013636475,0.017431396
0.3,0.068745361,0.016888428,0.014179443
0.4,0.062241455,0.013636475,0.010114502
0.5,0.058989502,0.009571533,0.006862549
0.6,0.049233643,0.009571533,0.006862549
0.7,0.042729736,0.003067627,0.006862549
0.8,0.03622583,0.003067627,0.000358643
0.9,0.032973877,0.003067627,0.000358643
1,0.029721924,0.003067627,0.000358643
0,0.085005127,0.02989624,0.023935303
0.1,0.085005127,0.013636475,0.010114502
0.2,0.081753174,0.00631958,0.006862549
0.3,0.068745361,0.013636475,0.003610596
0.4,0.062241455,0.009571533,0.003610596
0.5,0.058989502,0.00631958,0.006862549
0.6,0.049233643,0.00631958,0.006862549
0.7,0.042729736,0.00631958,0.003610596
0.8,0.03622583,0.003067627,0.003610596
0.9,0.032973877,0.003067627,0.006862549
1,0.029721924,0.00631958,0.003610596
0,0.085005127,0.016888428,0.006862549
0.1,0.085005127,0.016888428,0.010114502
0.2,0.081753174,0.016888428,0.006862549
0.3,0.068745361,0.016888428,0.006862549
0.4,0.062241455,0.016888428,0.010114502
0.5,0.058989502,0.016888428,0.006862549
0.6,0.049233643,0.013636475,0.006862549
0.7,0.042729736,0.009571533,0.000358643
0.8,0.03622583,0.00631958,0.003610596
0.9,0.032973877,0.009571533,0.003610596
1,0.029721924,0.00631958,0.000358643
